crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Tomato,Loamy,38,209,34.52,51.14,3.29,1.35,23.81,1.47,37.72,19.97,25.48,3.006,0.922,81.22,0.622,91.94,4,0.301,1,436.2394
Tomato,Loamy,25,19,24.62,92.45,1.03,1.02,16.36,3.37,35.26,16.77,21.88,2.081,0.825,60.92,1.128,151.07,5,0.336,1,1010.0583
Rice,Silty,111,106,18.15,63.29,2.27,1.04,20.95,1.1,27.14,16.7,23.78,2.151,0.63,79.72,0.714,132.86,8,0.416,0,0
Tomato,Loamy,62,206,34.51,30.48,3.16,2.61,26.74,4.69,39.04,19.24,22.19,3.179,0.996,68.66,1.087,169.52,5,0.444,1,1015.898
Maize,Clayey,23,247,37.3,54.71,2.2,1.5,11.51,0.62,40.1,22.12,29.84,2,0.756,81.89,0.367,147.67,4,0.508,1,192.6477
Maize,Silty,86,323,21.7,30.5,1.6,1.38,14.15,4.59,33.37,17.57,22.39,2.588,0.864,73.56,0.918,107.29,10,0.507,1,518.049
Rice,Silty,21,167,21.98,45.46,1.28,0.63,29.93,2.96,34.39,16.14,19.09,3.34,0.87,78.55,0.72,113.82,1,0.484,1,578.7626
Wheat,Loamy,54,89,23.98,59.56,4.51,3.68,17.7,3.7,31.92,16.56,25.83,2,1.006,60.71,0.456,121.95,2,0.474,1,23.3406
Wheat,Sandy,63,316,33.72,51.02,4.03,1.75,18.96,1.84,22.66,9.21,15.53,2.646,0.907,68.41,0.373,89.83,5,0.366,1,158.2958
Wheat,Clayey,30,11,15.24,32.13,3.57,3.33,12.14,1.28,37.51,24.09,37.51,2,0.89,69.06,0.584,172.13,4,0.354,0,0
Maize,Clayey,75,49,20.15,37.56,1.41,1.16,15.4,4.76,42.7,18.31,24.86,2,0.985,73.43,1.039,149.89,8,0.583,1,1014.6445
Wheat,Clayey,68,61,31.24,65.81,4.48,2.78,17.54,2.48,36.48,24.89,29.8,2.541,0.852,86.42,0.877,152.52,3,0.509,1,315.4843
Wheat,Silty,97,171,24.33,75.21,9.49,4.49,11.46,2.66,27.26,15.81,20.45,2,0.533,71.08,0.716,145.96,2,0.313,1,305.3829
Rice,Clayey,111,143,22.6,56.3,3.5,2.3,10.95,4.94,37.06,19.64,23,2.383,0.63,81.11,1.061,124.31,2,0.331,1,767.6003
Wheat,Sandy,76,207,35.06,77.55,1.57,1.23,20.01,2.01,24.99,11.41,19.64,2.72,0.764,70.7,0.463,117.94,6,0.366,1,156.1848
Maize,Sandy,73,201,36.1,40.62,4.78,3.9,9.59,0.95,26.46,9.18,18.49,2.654,1.007,66.03,0.551,134.99,10,0.505,0,0
Maize,Loamy,32,5,36.8,37.93,2.82,2.01,18.84,3.14,32.63,18.12,27.76,2.895,0.912,73.89,0.799,153.77,5,0.359,1,200.9184
Maize,Clayey,75,211,21.27,84.56,6.3,3.8,22.66,3,35.97,24.37,29.65,2.287,0.985,67.31,0.831,115.61,9,0.544,0,0
Rice,Silty,101,29,35.99,52.05,3.75,1.92,9.96,3.98,26.79,14.63,26.79,3.503,0.782,61.58,0.589,129.31,4,0.327,0,0
Rice,Loamy,24,190,31.95,58.1,4.41,2.39,23.65,4.8,31.09,18.42,26.75,3.027,0.938,66.43,0.754,145.24,6,0.334,1,200.0384
Tomato,Sandy,7,188,18.55,91.59,3.3,2.95,13.99,1.88,23.27,8.52,11.77,2,0.447,62.48,0.408,107.68,9,0.599,1,274.2172
Wheat,Clayey,72,325,29.04,57.57,0.29,0.25,29.81,3.75,40.93,24.86,36.97,3.063,0.808,61.42,0.31,163.32,2,0.356,0,0
Rice,Sandy,97,255,15.61,30.23,1.99,1.4,29.48,2.46,28.71,12.92,28.71,2.613,0.818,82.16,1.115,101.35,4,0.533,0,0
Maize,Loamy,89,150,31.29,90.97,0.17,0.16,24.96,4.03,30.13,19.3,25.83,3.197,0.831,80.85,0.697,166.26,2,0.403,1,162.0059
Maize,Sandy,1,13,31.87,30.92,1.78,1.77,13.57,1.24,28.97,8.27,14.59,2,0.32,64.6,0.508,80.47,5,0.377,1,415.0282
Rice,Clayey,3,157,33.15,73.05,3.78,1.84,28.43,2.75,36.22,21.16,30.26,3.943,0.467,61.22,0.597,144.37,1,0.349,1,218.7095
Rice,Clayey,104,80,18.97,50.99,1.64,0.95,29.97,0.85,39.02,20.06,38.31,2,0.755,60.71,0.766,127.36,4,0.594,0,0
Rice,Loamy,28,356,29.45,60.58,0,0,16.56,3.03,31.98,17.75,22.94,2,0.984,81.94,1.152,104.71,5,0.453,1,522.6826
Tomato,Clayey,43,273,19.11,65.57,1.38,1.18,20.36,1.26,42.71,24.56,41.92,2,0.96,72.7,0.949,174.87,9,0.356,0,0
Maize,Sandy,97,148,36.77,56.55,0.21,0.13,5.15,4.82,23.01,12.92,18.74,2.493,0.743,72.89,1.153,101.32,5,0.46,1,294.0361
Tomato,Sandy,46,206,30.53,80.33,4.55,2.56,6.09,2.99,27.88,11.35,23.12,2,0.982,61.91,0.401,129.15,6,0.415,0,0
Tomato,Silty,1,114,17.19,90.5,4.59,2.1,17.51,2.88,34.21,12.14,30,2,0.321,84.04,0.46,135.87,8,0.362,0,0
Wheat,Silty,38,6,19.3,35.62,4.93,2.49,20.23,4.88,34,17.36,17.53,2.014,0.954,68.75,0.627,175.52,3,0.517,1,554.3613
Maize,Silty,117,278,30.26,82.02,0.09,0.09,12.81,2.74,26.37,14.64,17.73,2,0.54,72.6,0.52,143.77,10,0.433,1,279.8687
Maize,Sandy,91,232,25.96,38.36,0.1,0.08,7.48,3.55,25.16,10.81,17.11,2.169,0.809,73.26,1.161,87.24,4,0.364,1,578.2189
Rice,Sandy,102,137,31.93,35.22,7.01,5.82,24.56,0.71,28.96,12.99,19.28,2.501,0.773,86.46,0.454,121.63,5,0.588,1,208.7104
Rice,Loamy,35,160,21.46,92.13,0.4,0.18,15.47,3.69,31.24,19.63,27.77,2.43,1.04,85,0.453,166.55,7,0.379,0,0
Wheat,Silty,74,344,30.13,61.8,3.33,2.55,21.22,0.97,25.46,15.57,24.59,2.762,0.786,69.86,0.739,156.09,5,0.45,0,0
Tomato,Sandy,76,289,19.07,39.92,4.76,4.34,21.26,4.01,25.23,8.51,11.77,3.338,0.887,62.21,0.927,85.12,5,0.576,1,735.6032
Rice,Loamy,74,205,27.51,67.05,1.78,0.74,18.67,4.45,36.96,19.81,27.75,2.337,1.027,76.72,0.641,138.34,9,0.598,0,0
Rice,Sandy,54,326,37.03,47.11,2.37,1.16,9.46,1.92,24.58,11.6,16.09,2.167,1.192,68.23,0.339,91.51,6,0.405,1,184.3614
Maize,Loamy,98,305,29.45,60.18,0.77,0.32,20.4,4.45,33.84,19.38,32.1,2.524,0.732,69.26,0.989,89.84,4,0.337,0,0
Maize,Silty,24,360,16.15,70.6,7.72,6.81,13.05,2.67,34.28,14.38,26.6,2,0.776,86.47,1.151,176.22,6,0.312,1,411.37
Rice,Silty,28,158,37.74,86.5,1.08,0.53,25.48,3.07,33.91,13.23,24.54,2.714,0.984,82.09,1.029,149.96,10,0.377,1,469.1348
Maize,Silty,22,358,18.61,30.2,0.74,0.35,9.83,2.35,29.58,13.51,18.56,2,0.736,71.69,1.056,90.89,3,0.553,1,682.9862
Wheat,Sandy,109,106,31.52,43.92,2.24,1.08,12.28,2.64,22.24,14,14.01,2,0.45,79.42,1.063,113.83,6,0.497,1,477.5374
Rice,Sandy,16,82,27.25,36.26,0.63,0.42,16.01,4.59,27.14,8.47,12.21,2.513,0.758,65.74,0.984,147.94,9,0.407,1,952.8219
Maize,Loamy,13,342,21.77,36.31,3.48,3.27,23.5,4.76,37.57,17.86,31.85,2.391,0.558,80.02,1.025,170.55,3,0.548,0,0
Wheat,Clayey,100,270,19.08,91.48,2.17,1.17,23.02,2.51,42.87,22.15,36.64,2,0.5,61.88,0.369,86.69,1,0.43,0,0
Maize,Clayey,100,49,19.09,90.85,0.48,0.29,13.43,2.81,38.77,21.46,25.21,2.2,0.71,79.7,0.349,88.32,9,0.483,1,240.6536
Maize,Silty,62,206,34.74,78.71,0.21,0.11,17.77,1.02,26.42,13.86,16.39,2.581,1.128,86.6,0.368,91.17,3,0.482,1,170.3567
Maize,Clayey,43,218,35.08,71.8,0.44,0.31,10.86,1.97,35.22,20.84,22.99,2.109,1.005,77.42,0.832,134.46,8,0.427,1,540.8599
Rice,Silty,87,306,25.7,85.12,0.44,0.31,24.26,2.81,25.91,15.96,18.9,2.287,0.909,70.21,0.517,126.41,9,0.532,1,191.755
Tomato,Loamy,78,164,17.38,33.8,1.13,0.53,9.92,1.41,39.13,18.7,25.36,2,0.871,76.75,0.325,96.43,2,0.355,1,226.3371
Maize,Clayey,32,279,35.34,37.77,5.37,5.35,25.48,3.09,37.07,21.55,22.15,2.462,0.912,69.94,0.369,133.58,5,0.404,1,342.2806
Wheat,Clayey,67,322,26.2,50.61,0.18,0.17,28.42,3.58,42.12,23.64,30.75,2.49,0.863,68.75,0.362,114.24,4,0.406,1,260.7449
Rice,Silty,91,231,25.09,84.11,0.41,0.26,29.79,3.42,27.83,14.86,21.81,2.144,0.873,60.15,0.865,96.77,5,0.416,1,383.3949
Rice,Loamy,83,199,24.37,60.7,1.08,0.9,26.42,2.49,31.04,18.63,25.07,2.509,0.945,67.55,0.429,83.31,4,0.519,1,146.6494
Wheat,Clayey,86,214,23.4,62.73,2.42,2.1,10.54,3.96,39.35,18.29,24.74,2.909,0.654,86.82,1.061,89.93,4,0.303,1,742.1134
Maize,Clayey,57,284,27.1,44.9,4.32,3.99,15.41,1.94,40.29,23.54,35.03,2,1.124,65.37,1.193,118.74,3,0.544,0,0
Tomato,Clayey,65,276,28.9,72.15,7.62,4.66,7.22,2.61,35.44,20.82,35,2.237,0.972,79,0.697,131.41,2,0.472,0,0
Maize,Loamy,69,185,25.73,87.71,1.59,1.53,9.11,1.72,34.82,20,29.35,2,1.051,78.41,0.784,102.43,8,0.37,1,217.0229
Wheat,Loamy,49,210,35.62,51.42,0.34,0.18,6.24,3.22,32.19,19.1,21.1,2.678,1.042,66.77,0.534,158.04,3,0.496,1,394.8777
Rice,Clayey,33,121,22.31,70.25,0.72,0.71,21.03,2.48,36.46,24.75,28.06,2,1.024,83.15,0.89,137,10,0.427,1,339.1933
Tomato,Silty,115,216,28.3,51.58,1.02,0.62,18.33,1.48,28.07,12.87,22.56,2.956,0.63,73.18,1.123,156.9,2,0.535,0,0
Rice,Silty,19,97,21.9,81.53,4.63,2.13,27.93,1.89,28.82,12.09,15.75,2,0.826,83.92,0.463,119.78,8,0.586,1,276.9207
Wheat,Clayey,36,119,32.33,60.87,3.48,1.61,16.58,1.76,36.09,21.47,32.63,2.385,0.938,60.37,1.158,169.06,8,0.401,0,0
Maize,Loamy,115,365,17.35,52.07,0.7,0.59,21.06,4.6,39.41,17.22,25.81,3.384,0.54,64.47,0.499,160.04,5,0.308,1,428.212
Tomato,Clayey,70,282,19.34,57.3,5.47,3.13,15.04,2.85,41.6,22.95,31.22,2.355,0.933,71.27,0.539,135.32,2,0.596,0,0
Rice,Loamy,15,106,33.43,35.93,5.88,2.67,25.74,3.44,30.37,16.61,25.63,2.862,0.736,74.25,1.12,148.29,10,0.474,0,0
Rice,Clayey,100,318,19.21,86.3,6.42,3.01,28.16,4.71,44.97,18.05,23.94,2.132,0.791,76.39,0.834,94.75,8,0.49,1,1061.2664
Rice,Loamy,120,142,29.39,92.27,0.96,0.92,15.79,1.32,34.7,19.19,24.64,2.402,0.63,83.66,0.329,157.23,4,0.479,1,184.1162
Maize,Sandy,97,323,37.32,61.03,0.43,0.22,7.07,4.72,22.88,14.98,20.59,2.608,0.743,87.09,1.023,140.71,5,0.386,0,0
Tomato,Silty,24,268,27.03,44.39,0.33,0.23,9.09,2.93,29.86,17.48,21.45,2,0.804,69.52,0.878,99.93,9,0.52,1,424.7709
Maize,Sandy,27,291,19.31,73.2,1.53,1.49,23.01,4.35,25.28,10.78,20.87,2,0.835,86.61,0.969,107.28,6,0.564,0,0
Maize,Silty,49,167,22.38,59.4,1.68,1.3,13.13,1.26,32.1,17.75,22.89,2.831,1.056,67.99,0.446,171.63,4,0.363,1,261.0297
Maize,Loamy,75,160,33.94,46.4,6.08,6.04,24.63,1.73,33.76,19.32,32.92,3.107,0.985,62.15,1.086,99.49,10,0.429,1,8.4909
Wheat,Sandy,113,231,23.09,32.5,0.93,0.57,23.74,1.37,26.6,10.65,22.09,2,0.45,77.4,1.005,123.55,8,0.307,1,238.6785
Wheat,Silty,23,14,31.64,87.83,2.96,2.67,22.36,3.44,25.55,13.87,22.62,2.717,0.834,79.98,1.162,164.06,1,0.443,0,0
Wheat,Clayey,33,193,32.88,81.79,4.66,2.61,25.36,1.13,43.31,18.67,31.91,3.373,0.914,68.86,0.668,111.45,6,0.357,1,504.2509
Tomato,Loamy,41,155,26.53,83.89,0.94,0.61,23.91,4.07,35.72,17.56,21.84,3.854,0.945,65.09,0.767,96.35,9,0.387,1,650.0822
Maize,Loamy,110,101,33.01,58.59,0.93,0.53,20.81,1.63,36.62,19.7,23.29,2.295,0.6,62.91,0.932,129.38,8,0.569,1,876.1579
Maize,Clayey,111,60,22.29,78.96,3.32,1.76,5.11,1.65,42.52,21.57,39.76,2,0.54,73.23,0.394,99.07,6,0.427,0,0
Wheat,Clayey,56,43,26.87,67.78,3.89,2.44,17.89,1.77,43.3,22.91,39.24,2,0.984,72.27,0.489,178.37,8,0.515,0,0
Maize,Silty,29,193,30.79,54.36,9.64,5.07,19.88,3.86,33.96,16.35,26.04,2,0.875,68.55,0.559,145.18,2,0.312,1,283.9413
Maize,Loamy,31,311,18.87,84.78,5.69,5.35,29.02,4.66,37.53,15.42,20.64,2.59,0.903,66.63,1.151,130.57,6,0.476,0,0
Rice,Silty,65,109,21.29,94.92,5.18,3.35,21.26,4.58,25.04,17.73,25,2.979,1.109,61.17,0.301,123.86,2,0.46,0,0
Maize,Clayey,98,93,30,88.45,3.54,2.46,19.39,0.96,37.52,19.16,33.64,2.768,0.732,80.67,1.195,141.73,8,0.572,0,0
Rice,Loamy,18,216,30.07,80.45,0.38,0.32,18.53,1.68,31.59,18.69,23.43,2.281,0.803,71.72,0.656,115.75,8,0.357,1,301.3727
Maize,Clayey,82,163,26.35,78.59,4.97,4.51,7.58,3.52,35.46,22.63,30.95,2.261,0.908,66.48,0.883,101.69,2,0.575,0,0
Tomato,Silty,6,351,33.3,72.27,8.21,7.11,15.69,3.28,30.71,12.88,22.02,2,0.426,75.48,0.67,105.88,6,0.517,0,0
Wheat,Silty,52,234,26.09,85.49,1.49,1.15,8.36,2.08,26.35,12.8,26.35,2.219,1.028,86.42,1.006,90.86,9,0.501,0,0
Rice,Silty,40,351,35.27,62.05,1.13,0.47,6.32,4.38,27.6,15.85,25.61,2.448,1.08,66.97,1.156,169.57,5,0.515,0,0
Wheat,Loamy,65,167,31.93,41.81,2.22,0.93,13.24,1.09,32.07,18.3,20.87,2.905,0.885,78.4,0.703,174.9,9,0.544,1,402.9578
Rice,Clayey,111,148,22.24,79.92,9.4,4.86,21.14,3.38,44.72,24.03,31.41,2,0.63,87.54,0.462,104.34,4,0.487,1,273.0052
Rice,Clayey,42,28,24.09,89.77,0.16,0.15,26.67,1.73,42.98,24.64,38.26,2.832,1.096,71.43,0.5,177.81,7,0.469,0,0
Rice,Silty,94,259,30.36,52.19,3.7,2.4,25.26,2.87,31.12,16.61,28.41,3.572,0.845,88.46,0.539,135.11,4,0.6,0,0
Tomato,Silty,68,86,35.57,80.89,5.06,3.25,12.37,2.24,32.74,17.85,23.65,3.015,0.949,60.38,0.499,104.1,8,0.563,1,324.369
Maize,Silty,32,108,19.11,47.79,4.66,3.4,6.15,4.91,31.47,13.64,31.47,2,0.912,63.56,0.312,130.57,5,0.417,0,0
Rice,Silty,10,117,26.84,91.27,2.51,1.77,15.07,2.69,26.96,13.84,18.08,2.437,0.624,75.99,1.076,87.69,9,0.381,1,550.3889
Tomato,Sandy,107,364,17.73,74.42,7.6,5.7,12.87,4.89,27.62,12.6,25.26,2,0.63,74.96,0.913,94.06,2,0.325,0,0
Rice,Sandy,69,15,21.43,67,0.43,0.3,14.28,1.65,22.19,14.02,19.12,2,1.073,89.48,0.764,102.27,9,0.33,1,102.242
Maize,Sandy,9,211,30.78,80.69,0.84,0.49,18.98,3.96,29.81,13.3,23.62,2.744,0.478,64.29,0.432,171.31,1,0.468,0,0
Rice,Silty,69,318,16.79,82.86,1.1,0.49,5.76,3.73,25.62,15.77,20.49,2.077,1.073,89.72,0.337,174.92,8,0.43,1,79.1261
Tomato,Silty,61,31,30.23,88,0.03,0.02,14.27,4.31,34.38,13.88,20.96,2.422,1.003,85.56,0.646,120.92,5,0.592,1,413.0897
Maize,Clayey,11,282,35.72,88.57,1.39,0.72,18.97,3.62,40.85,19.59,36.85,2,0.518,66.68,0.305,104.2,7,0.431,0,0
Tomato,Loamy,99,185,37.3,33.42,0.53,0.4,15.77,3.57,38.81,19.35,38.2,3.44,0.708,71.03,0.351,112.38,6,0.512,0,0
Maize,Clayey,91,66,19.98,37.99,3.87,3.12,21.68,3.47,38.64,20.45,37.29,2,0.809,63.59,0.366,113.22,10,0.497,0,0
Maize,Sandy,68,316,32.22,83.69,1.61,1,9.65,4.93,20,10.22,13.73,2.405,1.062,87.26,1.034,135.29,2,0.442,1,309.0976
Wheat,Clayey,74,63,36.31,91.49,3.66,2.76,8.85,1.53,42.81,18.2,28.13,2,0.786,71.57,0.954,96.95,10,0.38,1,747.8142
Wheat,Silty,103,228,17.1,50,1.04,0.53,12.7,0.64,27.03,16.38,20.66,2,0.45,61.16,0.579,137.72,10,0.303,1,258.6429
Wheat,Sandy,97,101,24.52,30.56,0.42,0.21,7.54,3.55,26.48,14.91,19.93,2.366,0.533,77.33,0.573,117.03,1,0.536,1,200.7114
Maize,Sandy,102,356,36.15,50.98,0.42,0.2,10.91,1.28,23.91,8.93,17.7,2.7,0.688,67.74,0.61,142.5,7,0.441,1,224.1264
Rice,Loamy,8,139,19.66,54.89,0.68,0.29,7.17,3.56,36.65,15.4,32.34,2,0.579,71.53,0.809,136.56,10,0.343,0,0
Tomato,Loamy,49,119,36.48,79.47,0.37,0.28,15.05,1.94,31.17,17.84,30.88,2.45,1.005,74.09,1.074,125.96,5,0.438,0,0
Tomato,Sandy,24,57,27.13,33.09,0.75,0.4,22.79,0.7,24.72,9.85,13.45,3.218,0.804,62.29,0.729,91.92,8,0.383,1,591.5801
Tomato,Sandy,103,131,17.3,43.82,2.6,1.15,12.16,3.96,24.78,14.08,18.69,2.113,0.63,74.68,0.434,95.73,4,0.55,1,149.3028
Wheat,Clayey,33,37,25.35,88.11,0.89,0.73,5.09,0.73,42.25,21.18,31.93,2,0.914,68.66,0.443,114.64,7,0.55,0,0
Maize,Sandy,105,111,22.5,40.06,1.26,0.61,18.93,1.51,23.11,12.08,18.05,2,0.655,81.37,0.351,154.03,9,0.431,1,90.9859
Wheat,Silty,107,153,21.49,79.35,0.16,0.12,22.3,2.01,25.03,16.4,18.68,2,0.45,67.68,0.966,113.49,2,0.488,1,361.3504
Rice,Clayey,19,250,27.45,53.49,6.68,4.9,14.78,1.1,43.02,18.85,27.03,3.147,0.826,88.33,0.659,107.97,8,0.462,1,451.8706
Maize,Silty,2,242,26.12,73.07,0.45,0.38,12.42,4.61,29.03,12.87,24.85,2.346,0.34,82.27,1.126,159.39,10,0.391,0,0
Tomato,Silty,55,208,26.09,34.8,1.29,1.12,17.27,3.3,34.49,16.96,20.67,2,1.05,63.59,0.579,167.23,8,0.457,1,503.8398
Wheat,Silty,11,170,17.03,48.63,1.43,0.94,7.53,4.44,25.2,17.82,17.82,2.354,0.558,64.2,1.018,152.42,6,0.435,1,434.45
Wheat,Sandy,99,257,33.45,57.61,4.44,3.19,21.1,3.57,21.42,8.59,18.91,3.569,0.511,70.78,0.746,124.79,3,0.358,0,0
Rice,Loamy,17,279,26.07,85.72,1.98,1.18,23.33,4.96,30.33,18.95,21.11,2.763,0.781,60.82,1.064,101.24,8,0.557,1,696.8439
Rice,Loamy,42,363,33.88,66.63,1.45,0.61,22.62,2.86,39.25,15.48,26.06,2.788,1.096,61.47,0.805,179.49,2,0.439,1,711.3886
Wheat,Silty,61,113,33.97,32.94,3.57,1.45,13.22,0.74,34.83,13.9,16.42,3.007,0.929,81.56,0.473,113.81,3,0.382,1,469.0864
Rice,Sandy,3,175,22.29,82.12,2.73,2.4,26.07,1.22,26.79,14.9,22.51,2,0.467,69.82,1.021,123.27,2,0.464,0,0
Tomato,Clayey,86,89,15.1,33.54,0.24,0.12,28.67,3.15,35.08,21.83,22.31,2.031,0.809,66.11,0.305,132.21,3,0.422,1,239.8578
Rice,Silty,35,135,35.96,90.73,1.12,0.87,12.43,2.06,31.56,14.23,25.67,2.998,1.04,71.04,0.754,136.46,7,0.567,0,0
Rice,Clayey,85,294,32.5,43.76,11.53,6.81,11.57,1.01,36.1,22.35,33.81,2.919,0.927,89.48,0.476,82.03,8,0.395,1,9.6166
Wheat,Clayey,89,303,17.47,61.72,1.98,1.48,22.6,1.57,35.47,24.46,31.39,2.132,0.621,87.07,0.604,169.72,9,0.317,1,104.187
Wheat,Sandy,103,359,31.14,34.7,1.66,0.79,22.71,2.64,24.62,14.37,14.37,3.412,0.45,67.64,0.668,168.03,1,0.594,1,414.2829
Maize,Sandy,66,206,15.46,66.51,0.49,0.36,17.76,2.83,28.37,8.03,28.14,2,1.084,62.29,0.804,92.47,10,0.435,0,0
Maize,Loamy,1,318,15.64,62.32,5.48,2.29,28.08,4.71,34.59,19.44,28.65,3.036,0.32,69.85,0.619,164.9,10,0.595,0,0
Wheat,Loamy,7,73,27.09,56.67,0.43,0.32,8.66,0.91,33.72,16.62,31.84,2,0.446,60.27,0.88,95.69,2,0.405,0,0
Rice,Sandy,20,259,17.21,32.31,0.33,0.2,16.93,2.11,26.86,12.94,24.9,2,0.848,66.65,0.469,104.28,5,0.407,1,7.5504
Rice,Silty,43,358,37.18,87.13,1.73,0.96,5.88,2.78,31.43,14.18,21.43,2.595,1.104,78.74,1.011,131.91,7,0.451,1,565.1066
Maize,Loamy,119,148,35.56,82.17,1.72,1.33,6.32,1.01,30.64,19.62,29.07,2.722,0.54,62.69,0.842,177.68,1,0.381,0,0
Maize,Clayey,6,225,29.95,71.15,11.96,10.19,6.34,3.6,38.17,23.57,36.7,2,0.419,65.16,0.617,128.15,7,0.546,0,0
Maize,Silty,55,105,16.47,67.19,0.41,0.33,17.29,2.82,28.52,14.97,22.64,2,1.107,72.94,0.779,118.51,1,0.6,0,0
Tomato,Clayey,100,44,22.47,75.17,1.98,1.87,19.72,2.57,38.74,18.57,27.96,2.613,0.7,81.45,0.664,131.85,1,0.491,1,345.4572
Tomato,Sandy,115,356,23.55,39.36,0.67,0.29,5.09,3.45,23.29,14.69,22.42,2,0.63,75.82,1.087,103.3,3,0.417,0,0
Maize,Clayey,21,26,26.06,90.62,3.63,2.22,20.81,1.8,36.1,21.89,26.47,2,0.716,82,0.792,173.19,8,0.513,1,379.5586
Rice,Silty,51,304,18.88,48.5,1.49,1.44,17.24,2.03,34.68,12.12,30.99,2,1.168,62.78,1.01,173.52,1,0.482,0,0
Maize,Sandy,46,261,28.28,72.67,3.14,2.27,10.6,1.23,20.69,14.36,14.95,2.345,1.031,64.84,1.015,147.62,6,0.585,1,418.1681
Tomato,Silty,35,59,25.02,69.44,1.24,1.24,5.38,2.86,32.36,15.27,27.69,2,0.9,86.71,0.961,95.47,9,0.517,0,0
Rice,Clayey,100,61,36.79,71.38,2.49,2.21,8.9,2.18,40.37,24.82,40.22,2.766,0.791,88.79,0.976,128.56,10,0.454,0,0
Tomato,Silty,8,305,36.53,87.13,1.9,1.12,20.01,1.67,25.21,13.62,17.38,2.505,0.468,84.62,0.502,118.21,9,0.314,1,216.1765
Rice,Sandy,114,70,28.01,49.23,1.41,1.09,21.47,1.06,23.17,8.84,14.1,2.738,0.63,81.6,1.084,179.58,5,0.365,1,485.3912
Tomato,Clayey,68,271,29.82,78.68,2.31,1.02,21.18,0.6,38.57,20.59,38.57,2.276,0.949,61.55,0.937,85.21,3,0.377,0,0
Rice,Clayey,107,257,18.17,68.9,1.45,0.85,8.83,1.37,44.59,21.09,35.15,2,0.727,89.96,0.349,105.83,3,0.566,0,0
Rice,Loamy,16,125,20.14,34.94,4.92,4.6,27.78,1.61,39.35,19.05,35.54,2,0.758,66.32,0.883,129.17,5,0.556,0,0
Rice,Loamy,67,19,35.72,56.92,2.05,1.83,15.27,2.68,37.37,16.65,24.67,2.614,1.091,72.35,0.734,162.51,7,0.417,0,0
Rice,Silty,71,119,31.08,84.47,7,6.8,24.2,1.58,29.27,12.27,15.9,3.062,1.055,78.86,0.428,152.91,5,0.543,1,298.4486
Wheat,Loamy,64,320,19.36,50.5,0.76,0.62,9.16,4.18,33.77,19.35,31.23,2,0.896,76.28,0.726,175.62,4,0.468,0,0
Tomato,Loamy,2,66,28.11,61.35,0.36,0.33,16.76,2.63,37.81,19.04,24.68,2.486,0.342,89.73,1.13,101.06,1,0.581,1,686.1254
Tomato,Loamy,1,245,36.5,61.76,1.44,0.88,18.04,3.31,32.22,16.05,26.13,3.176,0.321,77.78,1.088,90.3,6,0.558,0,0
Wheat,Loamy,58,57,22.94,70.17,0.61,0.29,24.26,1.44,36.63,18.26,21.2,2.232,0.962,66.65,0.378,139,3,0.553,1,371.8376
Rice,Sandy,1,44,19.27,87.46,1.5,1.22,20.54,2.37,21.95,13.04,13.37,3.128,0.422,76.9,0.696,123.26,7,0.371,1,311.2934
Rice,Sandy,102,12,36.67,41.28,0.7,0.49,14.98,3.21,23.76,14.21,22.58,3.015,0.773,69.76,0.759,113.18,6,0.516,0,0
Tomato,Loamy,115,236,25.61,62.8,6.08,5.48,12.06,1.9,33.64,16.15,19.47,2,0.63,79.96,0.922,157.53,5,0.325,1,685.0646
Wheat,Silty,7,24,24.6,57.58,2.52,1.6,29.32,2.01,26.96,17.39,18.36,2.877,0.446,61.18,0.99,134.89,8,0.334,0,0
Rice,Sandy,88,257,21.15,49.23,2.07,1.73,12.11,4.13,28.6,10.98,23.95,2.133,0.9,68.29,1.046,112.16,9,0.35,0,0
Rice,Loamy,69,284,35.51,89.77,4.65,4.62,8.24,4.27,32.41,16.42,23.25,2.583,1.073,76.45,0.837,133.78,10,0.358,1,385.4106
Rice,Sandy,85,324,34.45,30.53,0.42,0.18,12.51,2.9,23.85,8.31,12.2,3.357,0.927,83.3,1.094,173.26,6,0.324,1,663.4998
Maize,Clayey,92,361,24.27,37.94,5.84,5.25,13.17,4.53,35.67,24.49,25.1,2.708,0.798,85,0.801,106.19,6,0.552,1,460.1631
Wheat,Sandy,18,251,15.7,77.67,1.98,1.73,8.2,3.82,27.66,13.7,24.26,2,0.754,87.43,0.321,125.2,8,0.512,0,0
Rice,Sandy,88,94,25.27,47.12,0.44,0.23,22.7,0.75,24.79,10.55,15.57,2.516,0.9,71.35,0.713,108.78,4,0.585,1,388.3345
Maize,Silty,32,22,19.16,77.01,5.13,2.81,20.48,3.02,25.92,15.35,24.13,2.584,0.912,77.62,0.445,137.55,8,0.588,0,0
Wheat,Sandy,45,157,18.28,84.1,1.85,1.85,12.92,3.64,27.43,9.37,13.44,2.039,1.01,77.58,0.817,170.19,3,0.346,1,598.2853
